"id","name","approve_year","approve_no","approve_region","suitable_region","culti_type","sub_type","maturity","control_variety","growth_days","compare_days","rice_code"
686,长两优803,2021,国审稻20210230,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,132.50,1.50,ZLDZ-16-中稻
646,夷优566,2021,国审稻20210190,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,129.10,3.50,ZLDZ-16-中稻
647,春9两优534,2021,国审稻20210191,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.60,1.50,ZLDZ-16-中稻
648,深两优68,2021,国审稻20210192,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.30,1.80,ZLDZ-16-中稻
649,创优9708,2021,国审稻20210193,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,136.90,4.60,ZLDZ-16-中稻
650,广两优6301,2021,国审稻20210194,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,136.30,3.50,ZLDZ-16-中稻
651,硕两优5号,2021,国审稻20210195,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.00,1.10,ZLDZ-16-中稻
652,韶优766,2021,国审稻20210196,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,128.40,3.50,ZLDZ-16-中稻
653,徽两优636,2021,国审稻20210197,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域以及浙江省中稻区、福建省北部稻区稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.30,0.60,ZLDZ-16-中稻
654,巧两优丝占,2021,国审稻20210198,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域以及浙江省中稻区、福建省北部稻区稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,135.70,3.10,ZLDZ-16-中稻
655,易两优311,2021,国审稻20210199,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.00,0.00,ZLDZ-16-中稻
656,瑞两优6808,2021,国审稻20210200,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,131.90,0.50,ZLDZ-16-中稻
657,兴两优1802,2021,国审稻20210201,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.90,3.30,ZLDZ-16-中稻
658,岑两优1810,2021,国审稻20210202,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,128.10,3.60,ZLDZ-16-中稻
659,兴两优1257,2021,国审稻20210203,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区稻瘟病轻发区,7,9,16,丰两优四号,130.80,3.10,ZLDZ-16-中稻
660,嘉丰优911,2021,国审稻20210204,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.20,2.10,ZLDZ-16-中稻
661,徽两优绿丝苗,2021,国审稻20210205,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.00,0.40,ZLDZ-16-中稻
662,徽两优赋丝占,2021,国审稻20210206,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,130.20,2.00,ZLDZ-16-中稻
663,林两优1771,2021,国审稻20210207,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.80,2.20,ZLDZ-16-中稻
664,润两优313,2021,国审稻20210208,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,130.10,2.40,ZLDZ-16-中稻
665,浙两优粤禾丝苗,2021,国审稻20210209,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,130.40,1.20,ZLDZ-16-中稻
666,亮两优423,2021,国审稻20210210,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区稻瘟病轻发区,7,9,16,丰两优四号,139.00,5.10,ZLDZ-16-中稻
667,春8两优1736,2021,国审稻20210211,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,132.70,1.50,ZLDZ-16-中稻
668,Y两优多回14,2021,国审稻20210212,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,136.20,1.00,ZLDZ-16-中稻
669,G两优345,2021,国审稻20210213,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.90,2.10,ZLDZ-16-中稻
670,明糯优8301,2021,国审稻20210214,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,130.30,4.00,ZLDZ-16-中稻
671,T两优789,2021,国审稻20210215,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,137.90,2.80,ZLDZ-16-中稻
672,登两优2016,2021,国审稻20210216,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.80,0.30,ZLDZ-16-中稻
673,桂香优169,2021,国审稻20210217,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.10,1.00,ZLDZ-16-中稻
674,桂香优玉占,2021,国审稻20210218,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.60,2.50,ZLDZ-16-中稻
675,隆两优0078,2021,国审稻20210219,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.20,0.20,ZLDZ-16-中稻
676,爽两优粤王丝苗,2021,国审稻20210220,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,133.10,0.30,ZLDZ-16-中稻
677,爽两优粤农丝苗,2021,国审稻20210221,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.90,2.10,ZLDZ-16-中稻
678,春两优长70,2021,国审稻20210222,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.30,0.10,ZLDZ-16-中稻
679,徽两优985,2021,国审稻20210223,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.50,1.40,ZLDZ-16-中稻
680,鑫隆优3号,2021,国审稻20210224,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.80,3.00,ZLDZ-16-中稻
681,鑫隆优丝占,2021,国审稻20210225,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.90,1.40,ZLDZ-16-中稻
682,泰两优27占,2021,国审稻20210226,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,128.30,3.10,ZLDZ-16-中稻
683,山两优164,2021,国审稻20210227,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.70,3.10,ZLDZ-16-中稻
684,垦两优909,2021,国审稻20210228,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.10,1.50,ZLDZ-16-中稻
685,垦两优332,2021,国审稻20210229,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,134.10,0.40,ZLDZ-16-中稻
687,悠香优2号,2021,国审稻20210231,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.10,2.20,ZLDZ-16-中稻
688,泰两优香丝苗,2021,国审稻20210232,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.20,0.10,ZLDZ-16-中稻
689,泰两优粤香晶丝,2021,国审稻20210233,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.10,0.00,ZLDZ-16-中稻
690,弋两优929,2021,国审稻20210234,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,135.90,4.30,ZLDZ-16-中稻
691,和两优5438,2021,国审稻20210235,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.70,2.60,ZLDZ-16-中稻
692,深两优5438,2021,国审稻20210236,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,135.60,0.30,ZLDZ-16-中稻
693,盖两优9977,2021,国审稻20210237,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,137.30,2.00,ZLDZ-16-中稻
694,喜两优慧占,2021,国审稻20210238,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,137.10,1.10,ZLDZ-16-中稻
695,淳丰优6319,2021,国审稻20210239,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,137.10,4.90,ZLDZ-16-中稻
696,弘优秋占,2021,国审稻20210240,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,137.00,1.00,ZLDZ-16-中稻
697,淳丰优国泰,2021,国审稻20210241,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,138.30,6.10,ZLDZ-16-中稻
698,科荃优4302,2021,国审稻20210242,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.70,1.60,ZLDZ-16-中稻
699,华两优919,2021,国审稻20210243,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,136.30,2.70,ZLDZ-16-中稻
700,美两优1617,2021,国审稻20210244,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,135.00,0.60,ZLDZ-16-中稻
701,莉优J168,2021,国审稻20210245,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.80,2.60,ZLDZ-16-中稻
702,润两优619,2021,国审稻20210246,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.40,0.50,ZLDZ-16-中稻
703,盐两优丝苗1号,2021,国审稻20210247,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,128.80,4.70,ZLDZ-16-中稻
704,百香优005,2021,国审稻20210248,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,135.00,0.40,ZLDZ-16-中稻
705,Q两优粤农丝苗,2021,国审稻20210249,长江中下游中籼迟熟类型区,湖北省(武陵山区除外)、湖南省(武陵山区除外)、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,132.40,0.40,ZLDZ-16-中稻
771,天丝莹占,2021,国审稻20210315,长江中下游双季早籼早中熟类型区,湖北省（武陵山区除外）、安徽省和河南省籼稻区的稻瘟病轻发区,6,9,13,五优308,123.10,1.90,ZLDZ-32-一季晚稻
706,功两优3号,2021,国审稻20210250,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,126.30,6.90,ZLDZ-16-中稻
707,唐两优郁香占,2021,国审稻20210251,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,136.80,4.00,ZLDZ-16-中稻
708,仁优6553,2021,国审稻20210252,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,129.60,3.00,ZLDZ-16-中稻
709,仁优国泰,2021,国审稻20210253,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.10,0.50,ZLDZ-16-中稻
710,深两优788,2021,国审稻20210254,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,137.80,3.40,ZLDZ-16-中稻
711,川种优464,2021,国审稻20210255,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,131.40,1.20,ZLDZ-16-中稻
712,耕香优579,2021,国审稻20210256,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,136.80,4.00,ZLDZ-16-中稻
713,钢两优18,2021,国审稻20210257,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,138.20,3.60,ZLDZ-16-中稻
714,钢两优860,2021,国审稻20210258,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,138.40,3.80,ZLDZ-16-中稻
715,青香优香九,2021,国审稻20210259,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,129.00,4.90,ZLDZ-16-中稻
716,川两优884,2021,国审稻20210260,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,128.90,4.30,ZLDZ-16-中稻
717,田黄101,2021,国审稻20210261,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,136.00,3.40,ZLDZ-16-中稻
718,百香优9978,2021,国审稻20210262,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,128.80,4.70,ZLDZ-16-中稻
719,易两优7102,2021,国审稻20210263,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.40,0.20,ZLDZ-16-中稻
720,荃两优鄂丰丝苗,2021,国审稻20210264,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,134.00,1.50,ZLDZ-16-中稻
721,箴两优荃晶丝苗,2021,国审稻20210265,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,130.10,2.40,ZLDZ-16-中稻
722,泰香优润香,2021,国审稻20210266,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.00,1.30,ZLDZ-16-中稻
723,明兴两优164,2021,国审稻20210267,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,135.30,3.10,ZLDZ-16-中稻
724,明1优臻占,2021,国审稻20210268,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,135.00,1.40,ZLDZ-16-中稻
725,鸿邦两优6363,2021,国审稻20210269,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,136.80,4.30,ZLDZ-16-中稻
726,喜两优晶丝占,2021,国审稻20210270,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,131.50,1.00,ZLDZ-16-中稻
727,巧两优晶香丝占,2021,国审稻20210271,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区,7,9,16,丰两优四号,135.50,3.30,ZLDZ-16-中稻
728,荃优禾广丝苗,2021,国审稻20210272,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.40,2.60,ZLDZ-16-中稻
729,欣优1881,2021,国审稻20210273,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,132.50,1.50,ZLDZ-16-中稻
730,神农优452,2021,国审稻20210274,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,131.70,1.90,ZLDZ-16-中稻
731,荆两优3867,2021,国审稻20210275,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,135.10,1.10,ZLDZ-16-中稻
732,未两优10号,2021,国审稻20210276,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,136.20,1.60,ZLDZ-16-中稻
733,升两优311,2021,国审稻20210277,长江中下游中籼迟熟类型区,湖北省（武陵山区除外）、湖南省（武陵山区除外）、江西省、安徽省、江苏省的长江流域稻区以及浙江省中稻区、福建省北部稻区、河南省南部稻区的稻瘟病轻发区,7,9,16,丰两优四号,133.40,0.90,ZLDZ-16-中稻
